name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
Kepler-579 b,1731.0,14.552,Super Earth,2016,4.66,Earth,2.0,Earth,0.0854,0.026557151,0.0,Transit
Kepler-57 b,2101.0,15.017,Gas Giant,2012,0.36183,Jupiter,2.19,Earth,0.06,0.015605749,0.0,Transit
Kepler-57 c,2101.0,15.017,Super Earth,2012,9.1,Earth,1.55,Earth,0.096,0.03175907,0.0,Transit
Kepler-580 b,1057.0,15.308,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.0683,0.022450376,0.0,Transit
Kepler-581 b,2296.0,14.701,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.2259,0.11115674,0.0,Transit
Kepler-582 b,2000.0,15.097,Neptune-like,2016,13.1,Earth,0.328,Jupiter,0.1254,0.05065024,0.0,Transit
Kepler-583 b,2829.0,14.883,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.0689,0.01779603,0.0,Transit
Kepler-584 b,6031.0,14.973,Neptune-like,2016,16.5,Earth,0.376,Jupiter,0.2281,0.09637235,0.0,Transit
Kepler-585 b,1909.0,14.188,Neptune-like,2016,8.4,Earth,0.252,Jupiter,0.0375,0.007665982,0.0,Transit
Kepler-586 b,2263.0,14.435,Neptune-like,2016,8.2,Earth,0.249,Jupiter,0.0331,0.0057494864,0.0,Transit
Kepler-587 b,2570.0,15.011,Neptune-like,2016,5.6,Earth,2.23,Earth,0.0952,0.029842572,0.0,Transit
Kepler-588 b,3945.0,14.8,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.052,0.011498973,0.0,Transit
Kepler-589 b,1999.0,14.775,Neptune-like,2016,5.77,Earth,0.203,Jupiter,0.1196,0.04517454,0.0,Transit
Kepler-589 c,1999.0,14.775,Super Earth,2021,1.45,Earth,1.117,Earth,0.0426,0.009582478,0.0,Transit
Kepler-58 b,3162.0,15.086,Neptune-like,2012,35.5,Earth,0.248,Jupiter,0.0927,0.027926078,0.0,Transit
Kepler-58 c,3162.0,15.086,Gas Giant,2012,0.16676,Jupiter,0.255,Jupiter,0.1228,0.042710472,0.0,Transit
Kepler-58 d,3162.0,15.086,Neptune-like,2014,8.96,Earth,0.262,Jupiter,0.236,0.109787814,0.0,Transit
Kepler-590 b,4638.0,14.554,Neptune-like,2016,15.2,Earth,0.359,Jupiter,0.0647,0.01615332,0.0,Transit
Kepler-591 b,2561.0,14.628,Neptune-like,2016,11.4,Earth,0.302,Jupiter,0.3554,0.22231348,0.0,Transit
Kepler-592 b,3762.0,14.846,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.0397,0.007665982,0.0,Transit
Kepler-593 b,3176.0,14.622,Neptune-like,2016,8.6,Earth,0.256,Jupiter,0.1508,0.05804244,0.0,Transit
Kepler-594 b,2509.0,14.906,Neptune-like,2016,5.39,Earth,2.18,Earth,0.1089,0.037234772,0.0,Transit
Kepler-595 b,2097.0,15.067,Neptune-like,2016,17.4,Earth,0.331,Jupiter,0.1582,0.06926762,0.0,Transit
Kepler-595 c,2097.0,15.067,Super Earth,2020,3.3,Earth,1.009,Earth,0.0983,0.03394935,0.0,Transit
Kepler-596 b,3340.0,14.128,Neptune-like,2016,11.8,Earth,0.309,Jupiter,0.156,0.05831622,0.0,Transit
Kepler-597 b,2164.0,14.12,Neptune-like,2016,6.21,Earth,0.211,Jupiter,0.1056,0.03559206,0.0,Transit
Kepler-598 b,2222.0,14.829,Super Earth,2016,2.86,Earth,1.5,Earth,0.0438,0.010130048,0.0,Transit
Kepler-598 c,2222.0,14.829,Neptune-like,2020,9.4,Earth,0.27,Jupiter,0.3576,0.2368241,0.0,Transit
Kepler-599 b,1822.0,15.067,Neptune-like,2016,8.45,Earth,0.253,Jupiter,0.1128,0.04298426,0.0,Transit
Kepler-59 b,3794.0,14.467,Super Earth,2012,1.37,Earth,1.1,Earth,0.104,0.032580424,0.0,Transit
Kepler-59 c,3794.0,14.467,Super Earth,2012,4.58,Earth,1.98,Earth,0.1372,0.049281314,0.0,Transit
Kepler-5 b,2935.0,13.325,Gas Giant,2009,2.111,Jupiter,1.426,Jupiter,0.0538,0.009582478,0.0,Transit
Kepler-600 b,2022.0,14.846,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.1536,0.06488707,0.0,Transit
Kepler-601 b,1353.0,14.151,Super Earth,2016,4.27,Earth,1.9,Earth,0.056,0.014784395,0.0,Transit
Kepler-602 b,3782.0,14.72,Super Earth,2016,5.02,Earth,2.09,Earth,0.1224,0.041889116,0.0,Transit
Kepler-603 b,5022.0,14.969,Neptune-like,2016,7.51,Earth,0.236,Jupiter,0.1502,0.057768654,0.0,Transit
Kepler-603 c,5022.0,14.969,Neptune-like,2016,34.5,Earth,0.58,Jupiter,0.5001,0.35017112,0.0,Transit
Kepler-603 d,5022.0,14.969,Super Earth,2016,2.3,Earth,1.32,Earth,0.0666,0.016974675,0.0,Transit
Kepler-604 b,3348.0,14.791,Neptune-like,2016,7.22,Earth,0.231,Jupiter,0.1735,0.070910335,0.0,Transit
Kepler-605 b,1816.0,14.376,Super Earth,2016,2.67,Earth,1.44,Earth,0.042,0.009308693,0.0,Transit
Kepler-605 c,1816.0,14.376,Terrestrial,2016,0.566,Earth,0.86,Earth,0.033,0.006570842,0.0,Transit
Kepler-606 b,3964.0,14.895,Neptune-like,2016,11.0,Earth,0.295,Jupiter,0.17,0.06652977,0.0,Transit
Kepler-607 b,1693.0,14.672,Terrestrial,2016,0.59,Earth,0.87,Earth,0.0135,0.0016427105,0.0,Transit
Kepler-607 c,1693.0,14.672,Neptune-like,2021,8.05,Earth,0.246,Jupiter,0.2122,0.108692676,0.0,Transit
Kepler-608 b,3088.0,14.84,Neptune-like,2016,12.9,Earth,0.325,Jupiter,0.0685,0.017522246,0.0,Transit
Kepler-609 b,3477.0,14.96,Neptune-like,2016,11.2,Earth,0.299,Jupiter,0.0682,0.01779603,0.0,Transit
Kepler-60 b,3344.0,13.95,Super Earth,2012,4.19,Earth,1.71,Earth,0.0719,0.01943874,0.0,Transit
Kepler-60 c,3344.0,13.95,Super Earth,2012,3.85,Earth,1.9,Earth,0.0835,0.02436687,0.0,Transit
Kepler-60 d,3344.0,13.95,Neptune-like,2012,4.16,Earth,1.99,Earth,0.1012,0.032580424,0.0,Transit
Kepler-610 b,2759.0,14.816,Neptune-like,2016,16.3,Earth,0.374,Jupiter,0.0719,0.019164955,0.0,Transit
Kepler-610 c,2759.0,14.816,Neptune-like,2016,10.9,Earth,0.294,Jupiter,0.5594,0.41587952,0.0,Transit
Kepler-611 b,4552.0,14.734,Super Earth,2016,3.36,Earth,1.65,Earth,0.0351,0.006570842,0.0,Transit
Kepler-612 b,4715.0,15.191,Neptune-like,2016,8.45,Earth,0.253,Jupiter,0.0452,0.010130048,0.0,Transit
Kepler-613 b,2810.0,14.795,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.1232,0.04325804,0.0,Transit
Kepler-614 b,1722.0,14.81,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.1027,0.03832991,0.0,Transit
Kepler-615 b,1076.0,14.623,Super Earth,2016,3.68,Earth,1.74,Earth,0.085,0.028473647,0.0,Transit
Kepler-616 b,3085.0,15.021,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.0927,0.027378507,0.0,Transit
Kepler-616 c,3085.0,15.021,Neptune-like,2016,11.5,Earth,0.304,Jupiter,0.4024,0.24750172,0.0,Transit
Kepler-616 d,3085.0,15.021,Neptune-like,2021,7.52,Earth,0.237,Jupiter,0.2749,0.13990417,0.0,Transit
Kepler-617 b,565.0,15.549,Super Earth,2016,2.3,Earth,1.32,Earth,0.0219,0.0046543465,0.0,Transit
Kepler-618 b,3986.0,15.087,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.046,0.009856262,0.0,Transit
Kepler-619 b,2938.0,14.84,Neptune-like,2016,10.1,Earth,0.282,Jupiter,0.0611,0.014784395,0.0,Transit
Kepler-619 c,2938.0,14.84,Super Earth,2016,3.5,Earth,1.69,Earth,0.0225,0.003285421,0.0,Transit
Kepler-61 b,1093.0,15.277,Neptune-like,2013,5.27,Earth,2.15,Earth,0.24861,0.16399726,0.25,Transit
Kepler-620 b,4421.0,14.844,Neptune-like,2016,11.0,Earth,0.296,Jupiter,0.1053,0.035318274,0.0,Transit
Kepler-621 b,1269.0,15.22,Neptune-like,2016,5.9,Earth,0.205,Jupiter,0.031,0.007118412,0.0,Transit
Kepler-622 b,929.0,15.052,Neptune-like,2016,5.18,Earth,2.13,Earth,0.0978,0.039151266,0.0,Transit
Kepler-623 b,2406.0,15.028,Neptune-like,2016,9.32,Earth,0.269,Jupiter,0.0854,0.024914443,0.0,Transit
Kepler-624 b,2441.0,13.637,Neptune-like,2016,5.95,Earth,0.206,Jupiter,0.1172,0.039972622,0.0,Transit
Kepler-625 b,2481.0,13.395,Super Earth,2016,4.62,Earth,1.99,Earth,0.0768,0.021355236,0.0,Transit
Kepler-625 c,2481.0,13.395,Super Earth,2016,1.16,Earth,1.05,Earth,0.0508,0.011498973,0.0,Transit
Kepler-626 b,2073.0,14.086,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.115,0.039698835,0.0,Transit
Kepler-627 b,3211.0,14.181,Neptune-like,2016,13.4,Earth,0.333,Jupiter,0.2327,0.111430526,0.0,Transit
Kepler-628 b,2929.0,13.138,Gas Giant,2016,0.168,Jupiter,0.749,Jupiter,0.1241,0.042436685,0.0,Transit
Kepler-629 b,1214.0,13.481,Super Earth,2016,2.48,Earth,1.38,Earth,0.0712,0.019712524,0.0,Transit
Kepler-62 b,981.0,13.965,Super Earth,2013,9.0,Earth,1.31,Earth,0.0553,0.015605749,0.0,Transit
Kepler-62 c,981.0,13.965,Terrestrial,2013,4.0,Earth,0.54,Earth,0.0929,0.03394935,0.0,Transit
Kepler-62 d,981.0,13.965,Neptune-like,2013,14.0,Earth,1.95,Earth,0.12,0.049828887,0.0,Transit
Kepler-62 e,981.0,13.965,Super Earth,2013,36.0,Earth,1.61,Earth,0.427,0.33511293,0.0,Transit
Kepler-62 f,981.0,13.965,Super Earth,2013,35.0,Earth,1.41,Earth,0.718,0.7318275,0.0,Transit
Kepler-630 b,2739.0,14.001,Neptune-like,2016,10.2,Earth,0.284,Jupiter,0.5729,0.4421629,0.0,Transit
Kepler-631 b,2486.0,13.563,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.1447,0.049281314,0.0,Transit
Kepler-632 b,1138.0,13.442,Neptune-like,2016,5.52,Earth,2.21,Earth,0.1885,0.08487337,0.0,Transit
Kepler-633 b,2220.0,13.812,Super Earth,2016,3.29,Earth,1.63,Earth,0.0815,0.023271732,0.0,Transit
Kepler-633 c,2220.0,13.812,Neptune-like,2021,5.89,Earth,0.205,Jupiter,0.1618,0.06516085,0.0,Transit
Kepler-634 b,2897.0,13.626,Super Earth,2016,4.23,Earth,1.89,Earth,0.0578,0.014236824,0.0,Transit
Kepler-635 b,3722.0,13.36,Neptune-like,2016,7.46,Earth,0.236,Jupiter,0.1764,0.06406571,0.0,Transit
Kepler-636 b,1012.0,13.906,Neptune-like,2016,18.1,Earth,0.397,Jupiter,0.1185,0.044079397,0.0,Transit
Kepler-637 b,2564.0,13.5,Neptune-like,2016,20.2,Earth,0.424,Jupiter,0.1867,0.06351814,0.0,Transit
Kepler-638 b,3233.0,13.658,Super Earth,2016,4.01,Earth,1.83,Earth,0.0632,0.01670089,0.0,Transit
Kepler-639 b,2773.0,13.358,Neptune-like,2016,6.26,Earth,0.212,Jupiter,0.0966,0.027926078,0.0,Transit
Kepler-63 b,633.0,12.02,Gas Giant,2013,0.378,Jupiter,0.545,Jupiter,0.08,0.025735795,0.45,Transit
Kepler-640 b,1820.0,13.885,Neptune-like,2016,7.08,Earth,0.228,Jupiter,0.1566,0.06078029,0.0,Transit
Kepler-641 b,3164.0,13.807,Super Earth,2016,4.08,Earth,1.85,Earth,0.0879,0.026009582,0.0,Transit
Kepler-642 b,2550.0,13.335,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.0589,0.012046544,0.0,Transit
Kepler-643 b,3469.0,13.988,Gas Giant,2016,1.01,Jupiter,0.906,Jupiter,0.126,0.044626966,0.37,Transit
Kepler-644 b,4299.0,14.031,Neptune-like,2016,10.1,Earth,0.281,Jupiter,0.0466,0.008761123,0.0,Transit
Kepler-645 b,3828.0,13.944,Neptune-like,2016,5.06,Earth,2.1,Earth,0.049,0.009034907,0.0,Transit
Kepler-646 b,1474.0,14.026,Super Earth,2016,4.62,Earth,1.99,Earth,0.1149,0.043531828,0.0,Transit
Kepler-647 b,3549.0,14.067,Super Earth,2016,1.71,Earth,1.17,Earth,0.1222,0.044353183,0.0,Transit
Kepler-647 c,3549.0,14.067,Neptune-like,2020,15.1,Earth,0.357,Jupiter,0.1827,0.08131417,0.0,Transit
Kepler-648 b,2075.0,14.027,Neptune-like,2016,10.5,Earth,0.287,Jupiter,0.1341,0.047638603,0.0,Transit
Kepler-649 b,1676.0,13.556,Neptune-like,2016,5.73,Earth,0.202,Jupiter,0.1805,0.081861734,0.0,Transit
Kepler-650 b,2885.0,13.825,Neptune-like,2016,9.06,Earth,0.264,Jupiter,0.0421,0.008213553,0.0,Transit
Kepler-651 b,1662.0,14.233,Neptune-like,2016,6.21,Earth,0.211,Jupiter,0.1409,0.058590006,0.0,Transit
Kepler-652 b,1287.0,13.618,Neptune-like,2016,6.76,Earth,0.222,Jupiter,0.0503,0.011498973,0.0,Transit
Kepler-653 b,1943.0,13.498,Super Earth,2016,4.46,Earth,1.95,Earth,0.1197,0.040246405,0.0,Transit
Kepler-653 c,1943.0,13.498,Terrestrial,2016,0.399,Earth,0.78,Earth,0.0186,0.0024640656,0.0,Transit
Kepler-654 b,3178.0,13.762,Super Earth,2016,4.94,Earth,2.07,Earth,0.1116,0.037508555,0.0,Transit
Kepler-655 b,2455.0,13.568,Neptune-like,2016,7.8,Earth,0.242,Jupiter,0.2559,0.12703627,0.0,Transit
Kepler-656 b,2904.0,15.549,Neptune-like,2016,9.91,Earth,0.278,Jupiter,0.0232,0.003559206,0.0,Transit
Kepler-657 b,5519.0,15.404,Neptune-like,2016,12.2,Earth,0.314,Jupiter,0.1654,0.067077346,0.0,Transit
Kepler-658 b,1267.0,16.44,Super Earth,2016,3.29,Earth,1.63,Earth,0.0188,0.003559206,0.0,Transit
Kepler-659 b,2357.0,15.758,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.1204,0.048459962,0.0,Transit
Kepler-65 b,991.0,10.922,Super Earth,2012,2.4,Earth,1.42,Earth,0.035,0.006023272,0.03,Transit
Kepler-65 c,991.0,10.922,Neptune-like,2012,5.4,Earth,0.23,Jupiter,0.068,0.01615332,0.02,Transit
Kepler-65 d,991.0,10.922,Super Earth,2012,4.14,Earth,1.52,Earth,0.084,0.022176592,0.01,Transit
Kepler-65 e,991.0,10.922,Gas Giant,2019,0.82,Jupiter,1.24,Jupiter,,0.70855576,0.28,Radial Velocity
Kepler-660 b,1854.0,15.559,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.0759,0.025462013,0.0,Transit
Kepler-661 b,1744.0,16.016,Neptune-like,2016,9.64,Earth,0.274,Jupiter,0.0585,0.016427105,0.0,Transit
Kepler-662 b,2661.0,15.598,Neptune-like,2016,5.39,Earth,2.18,Earth,0.1408,0.059411366,0.0,Transit
Kepler-663 b,3468.0,15.881,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.0559,0.0136892535,0.0,Transit
Kepler-664 b,3947.0,15.663,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0374,0.0068446267,0.0,Transit
Kepler-665 b,1999.0,15.612,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.1148,0.043805614,0.0,Transit
Kepler-666 b,4921.0,15.422,Neptune-like,2016,6.35,Earth,0.214,Jupiter,0.0542,0.0123203285,0.0,Transit
Kepler-667 b,7511.0,15.362,Neptune-like,2016,20.1,Earth,0.422,Jupiter,0.2288,0.113347024,0.0,Transit
Kepler-668 b,2559.0,15.365,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.0768,0.022997946,0.0,Transit
Kepler-669 b,6731.0,15.742,Neptune-like,2016,20.8,Earth,0.431,Jupiter,0.0529,0.011225188,0.0,Transit
Kepler-66 b,3924.0,15.29,Neptune-like,2013,8.25,Earth,0.25,Jupiter,0.1352,0.04873374,0.0,Transit
Kepler-670 b,3065.0,15.162,Gas Giant,2016,,,1.176,Jupiter,0.0383,0.007665982,0.0,Transit
Kepler-671 b,3811.0,15.491,Neptune-like,2016,7.7,Earth,0.24,Jupiter,0.0503,0.011772759,0.0,Transit
Kepler-672 b,3373.0,15.513,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.2163,0.105133474,0.0,Transit
Kepler-673 b,2995.0,15.592,Neptune-like,2016,34.8,Earth,0.583,Jupiter,0.0455,0.010130048,0.0,Transit
Kepler-674 b,1116.0,15.569,Super Earth,2016,3.5,Earth,1.69,Earth,0.028,0.006023272,0.0,Transit
Kepler-675 b,2171.0,15.605,Neptune-like,2016,6.53,Earth,0.218,Jupiter,0.0325,0.0062970566,0.0,Transit
Kepler-676 b,963.0,17.15,Neptune-like,2016,9.48,Earth,0.271,Jupiter,0.0798,0.03175907,0.0,Transit
Kepler-677 b,6374.0,15.504,Neptune-like,2016,25.0,Earth,0.48,Jupiter,0.067,0.018069815,0.0,Transit
Kepler-678 b,5957.0,15.161,Neptune-like,2016,23.1,Earth,0.459,Jupiter,0.0732,0.019986311,0.0,Transit
Kepler-679 b,3008.0,15.771,Neptune-like,2016,9.32,Earth,0.269,Jupiter,0.0983,0.03394935,0.0,Transit
Kepler-67 b,3690.0,16.172,Neptune-like,2013,8.96,Earth,0.262,Jupiter,0.1171,0.04298426,0.0,Transit
Kepler-680 b,4868.0,15.321,Neptune-like,2016,6.44,Earth,0.216,Jupiter,0.0469,0.010130048,0.0,Transit
Kepler-681 b,2241.0,15.584,Neptune-like,2016,9.69,Earth,0.275,Jupiter,0.1635,0.07227926,0.0,Transit
Kepler-682 b,6456.0,15.556,Gas Giant,2016,0.134,Jupiter,0.658,Jupiter,0.1058,0.034496922,0.0,Transit
Kepler-683 b,3337.0,15.072,Super Earth,2016,4.54,Earth,1.97,Earth,0.0355,0.0068446267,0.0,Transit
Kepler-684 b,5647.0,15.695,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.064,0.018617386,0.0,Transit
Kepler-685 b,3062.0,15.186,Gas Giant,2016,0.248,Jupiter,0.944,Jupiter,0.0265,0.0043805614,0.0,Transit
Kepler-686 b,4863.0,16.02,Gas Giant,2016,,,1.084,Jupiter,0.0258,0.0043805614,0.0,Transit
Kepler-687 b,2067.0,15.695,Neptune-like,2016,12.2,Earth,0.314,Jupiter,0.1326,0.056125943,0.0,Transit
Kepler-688 b,4429.0,15.805,Gas Giant,2016,0.216,Jupiter,0.871,Jupiter,0.046,0.010677618,0.0,Transit
Kepler-689 b,3692.0,15.938,Neptune-like,2016,8.7,Earth,0.258,Jupiter,0.1449,0.061327856,0.0,Transit
Kepler-68 b,470.0,10.077,Neptune-like,2013,7.65,Earth,0.21,Jupiter,0.0617,0.014784395,0.0,Transit
Kepler-68 c,470.0,10.077,Super Earth,2013,2.04,Earth,0.92,Earth,0.09059,0.026283368,0.0,Transit
Kepler-68 d,470.0,10.077,Gas Giant,2013,0.84007,Jupiter,1.24,Jupiter,1.4,1.7,0.11,Radial Velocity
Kepler-690 b,5432.0,15.701,Neptune-like,2016,29.6,Earth,0.531,Jupiter,0.081,0.021081451,0.0,Transit
Kepler-691 b,910.0,16.6,Super Earth,2016,5.02,Earth,2.09,Earth,0.0649,0.022176592,0.0,Transit
Kepler-692 b,3234.0,15.676,Neptune-like,2016,9.85,Earth,0.277,Jupiter,0.1495,0.059685145,0.0,Transit
Kepler-693 b,3756.0,16.7286,Gas Giant,2016,0.232,Jupiter,0.908,Jupiter,0.1121,0.042162903,0.0,Transit
Kepler-694 b,3337.0,15.284,Neptune-like,2016,8.25,Earth,0.25,Jupiter,0.0659,0.017522246,0.0,Transit
Kepler-695 b,2750.0,15.262,Gas Giant,2016,0.196,Jupiter,0.822,Jupiter,0.0374,0.008213553,0.0,Transit
Kepler-696 b,4620.0,15.308,Neptune-like,2016,31.3,Earth,0.548,Jupiter,0.0535,0.011498973,0.0,Transit
Kepler-697 b,4167.0,15.888,Neptune-like,2016,16.0,Earth,0.368,Jupiter,0.0471,0.010130048,0.0,Transit
Kepler-698 b,6510.0,15.716,Neptune-like,2016,13.1,Earth,0.328,Jupiter,0.1255,0.044626966,0.0,Transit
Kepler-69 b,2383.0,13.866,Neptune-like,2013,5.65,Earth,0.2,Jupiter,0.094,0.037508555,0.16,Transit
Kepler-69 c,2383.0,13.866,Super Earth,2013,3.57,Earth,1.71,Earth,0.64,0.6639288,0.14,Transit
Kepler-6 b,1915.0,13.286,Gas Giant,2009,0.668,Jupiter,1.304,Jupiter,0.04852,0.008761123,0.0,Transit
Kepler-700 b,4866.0,15.202,Neptune-like,2016,30.0,Earth,0.534,Jupiter,0.3577,0.22149213,0.0,Transit
Kepler-701 b,2525.0,15.056,Neptune-like,2016,8.45,Earth,0.253,Jupiter,0.0895,0.028473647,0.0,Transit
Kepler-702 b,3236.0,15.437,Gas Giant,2016,0.194,Jupiter,0.818,Jupiter,0.088,0.028747434,0.0,Transit
Kepler-703 b,3774.0,15.599,Gas Giant,2016,0.161,Jupiter,0.732,Jupiter,0.0535,0.012594113,0.0,Transit
Kepler-704 b,4008.0,15.454,Neptune-like,2016,7.32,Earth,0.233,Jupiter,0.047,0.010403832,0.0,Transit
Kepler-705 b,903.0,16.331,Neptune-like,2016,5.1,Earth,2.11,Earth,0.232,0.15359342,0.0,Transit
Kepler-706 b,2892.0,15.274,Gas Giant,2016,,,1.175,Jupiter,0.2162,0.113347024,0.0,Transit
Kepler-707 b,1930.0,15.022,Super Earth,2016,2.33,Earth,1.33,Earth,0.0325,0.006023272,0.0,Transit
Kepler-708 b,4548.0,15.61,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.0426,0.008761123,0.0,Transit
Kepler-709 b,2169.0,15.261,Neptune-like,2016,8.85,Earth,0.261,Jupiter,0.1173,0.044079397,0.0,Transit
Kepler-710 b,4724.0,15.071,Super Earth,2016,4.19,Earth,1.88,Earth,0.0524,0.011772759,0.0,Transit
Kepler-711 b,2037.0,15.635,Neptune-like,2016,11.5,Earth,0.304,Jupiter,0.1429,0.06461328,0.0,Transit
Kepler-712 b,2846.0,16.161,Neptune-like,2016,11.5,Earth,0.304,Jupiter,0.1378,0.057494868,0.0,Transit
Kepler-712 c,2846.0,16.161,Neptune-like,2016,21.0,Earth,0.433,Jupiter,0.6732,0.6212183,0.0,Transit
Kepler-713 b,3555.0,15.171,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.0748,0.020260096,0.0,Transit
Kepler-714 b,6796.0,15.43,Gas Giant,2016,0.213,Jupiter,0.863,Jupiter,0.0832,0.022176592,0.0,Transit
Kepler-715 b,4330.0,15.204,Neptune-like,2016,13.5,Earth,0.335,Jupiter,0.0933,0.027378507,0.0,Transit
Kepler-716 b,2071.0,15.314,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.0873,0.028473647,0.0,Transit
Kepler-716 c,2071.0,15.314,Super Earth,2020,2.52,Earth,1.393,Earth,0.046,0.0109514035,0.0,Transit
Kepler-717 b,9151.0,15.756,Neptune-like,2016,6.44,Earth,0.216,Jupiter,0.052,0.012046544,0.0,Transit
Kepler-718 b,4248.0,15.399,Gas Giant,2016,131.0,Jupiter,1.477,Jupiter,0.0322,0.0057494864,0.0,Transit
Kepler-719 b,8147.0,16.128,Gas Giant,2016,0.172,Jupiter,0.76,Jupiter,0.0556,0.0136892535,0.0,Transit
Kepler-720 b,3475.0,15.462,Gas Giant,2016,0.168,Jupiter,0.75,Jupiter,0.0539,0.012867898,0.0,Transit
Kepler-721 b,3023.0,15.963,Neptune-like,2016,7.46,Earth,0.236,Jupiter,0.0583,0.014784395,0.0,Transit
Kepler-722 b,4043.0,15.489,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.0514,0.011225188,0.0,Transit
Kepler-722 c,4043.0,15.489,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.4471,0.28774813,0.0,Transit
Kepler-723 b,3496.0,15.452,Gas Giant,2016,,,1.088,Jupiter,0.0479,0.011225188,0.0,Transit
Kepler-724 b,2783.0,15.284,Neptune-like,2016,10.8,Earth,0.294,Jupiter,0.0433,0.009034907,0.0,Transit
Kepler-725 b,2474.0,15.145,Gas Giant,2016,0.25,Jupiter,0.948,Jupiter,0.215,0.10841889,0.0,Transit
Kepler-726 b,2486.0,15.362,Neptune-like,2016,10.7,Earth,0.291,Jupiter,0.1406,0.059685145,0.0,Transit
Kepler-727 b,2713.0,15.453,Neptune-like,2016,6.94,Earth,0.226,Jupiter,0.0546,0.014236824,0.0,Transit
Kepler-728 b,5758.0,15.585,Neptune-like,2016,11.1,Earth,0.298,Jupiter,0.0625,0.015605749,0.0,Transit
Kepler-729 b,6267.0,15.567,Neptune-like,2016,12.5,Earth,0.319,Jupiter,0.0432,0.008761123,0.0,Transit
Kepler-730 b,6312.0,15.782,Gas Giant,2016,,,1.1,Jupiter,0.0694,0.01779603,0.0,Transit
Kepler-730 c,6312.0,15.782,Super Earth,2018,3.09,Earth,1.569,Earth,0.03997,0.007939767,0.0,Transit
Kepler-731 b,4101.0,15.386,Gas Giant,2016,,,1.238,Jupiter,0.0505,0.010677618,0.0,Transit
Kepler-732 b,570.0,16.53,Neptune-like,2016,5.39,Earth,2.18,Earth,0.0691,0.026009582,0.0,Transit
Kepler-732 c,570.0,16.53,Super Earth,2016,2.15,Earth,1.27,Earth,0.0143,0.0024640656,0.0,Transit
Kepler-733 b,2990.0,15.561,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.1483,0.056947295,0.0,Transit
Kepler-734 b,3775.0,14.469,Neptune-like,2016,12.4,Earth,0.318,Jupiter,0.0583,0.01670089,0.0,Transit
Kepler-735 b,2267.0,15.492,Neptune-like,2016,9.01,Earth,0.263,Jupiter,0.0965,0.031485286,0.0,Transit
Kepler-736 b,3280.0,15.809,Neptune-like,2016,8.91,Earth,0.261,Jupiter,0.0428,0.009856262,0.0,Transit
Kepler-737 b,669.0,15.971,Super Earth,2016,4.5,Earth,1.96,Earth,0.1422,0.07830253,0.0,Transit
Kepler-738 b,3633.0,15.793,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.1552,0.06735113,0.0,Transit
Kepler-739 b,4471.0,15.711,Neptune-like,2016,11.0,Earth,0.296,Jupiter,0.1054,0.034223136,0.0,Transit
Kepler-740 b,4704.0,16.022,Neptune-like,2016,18.9,Earth,0.408,Jupiter,0.0462,0.009856262,0.0,Transit
Kepler-741 b,5421.0,15.186,Neptune-like,2016,9.11,Earth,0.265,Jupiter,0.0744,0.019164955,0.0,Transit
Kepler-742 b,1596.0,15.357,Neptune-like,2016,10.6,Earth,0.289,Jupiter,0.0744,0.022997946,0.0,Transit
Kepler-743 b,910.0,12.66,Super Earth,2016,1.92,Earth,1.21,Earth,0.0418,0.008761123,0.0,Transit
Kepler-744 b,1468.0,13.718,Super Earth,2016,3.26,Earth,1.62,Earth,0.0993,0.033127997,0.0,Transit
Kepler-745 b,5808.0,15.427,Neptune-like,2016,5.31,Earth,2.16,Earth,0.0915,0.027104722,0.0,Transit
Kepler-746 b,1468.0,13.785,Super Earth,2016,1.41,Earth,1.11,Earth,0.0435,0.009582478,0.0,Transit
